,wins,local,opponent,local_points,opponent_points,duration,date,event,category,round,has_video,url_video
20,1,BUCHARD Amandine,TSCHOPP Evelyne,30,0,00:00,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0004
21,1,BUCHARD Amandine,FLORIAN Alexandra-larisa,10,0,06:00,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0034
22,0,BUCHARD Amandine,ABE Uta,0,20,02:25,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0031
23,1,BUCHARD Amandine,TSUNODA Natsumi,20,0,02:33,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0026
24,1,BUCHARD Amandine,TSCHOPP Evelyne,130,0,03:55,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0020
25,0,BUCHARD Amandine,KUZIUTINA Natalia,0,100,01:36,28 Aug 2017,World Championships Budapest 2017,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0061
26,0,BUCHARD Amandine,KELMENDI Majlinda,0,20,00:00,28 Aug 2017,World Championships Budapest 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0057
27,1,BUCHARD Amandine,RAMOS Joana,10,0,00:00,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0050
28,1,BUCHARD Amandine,PLIIEVA Lyudmyla,10,0,00:00,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0035
29,1,BUCHARD Amandine,GUICA Ecaterina,100,0,03:47,20 May 2017,Grand Slam Ekaterinburg 2017,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_w_0052_0034
30,0,BUCHARD Amandine,KUZNETSOVA Alesya,0,10,03:25,20 May 2017,Grand Slam Ekaterinburg 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_w_0052_0031
31,1,BUCHARD Amandine,PUPP Reka,10,0,00:11,20 May 2017,Grand Slam Ekaterinburg 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_w_0052_0026
32,1,BUCHARD Amandine,ADIYASAMBUU Tsolmon,10,0,00:00,20 May 2017,Grand Slam Ekaterinburg 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_w_0052_0019
33,0,BUCHARD Amandine,EDWARDS Kelly,0,0,01:12,20 Apr 2017,European Championships Warsaw 2017,-52 kg,Round 1,False,
34,1,BUCHARD Amandine,MIRANDA Erika,10,0,00:00,31 Mar 2017,Grand Prix Tbilisi 2017,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_geo2017_w_0052_0019
35,1,BUCHARD Amandine,PUPP Reka,10,0,00:00,31 Mar 2017,Grand Prix Tbilisi 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_geo2017_w_0052_0016
36,1,BUCHARD Amandine,SKRYPNIK Darya,10,0,00:35,31 Mar 2017,Grand Prix Tbilisi 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_geo2017_w_0052_0012
37,1,BUCHARD Amandine,GIORDA Francesca,10,0,00:00,31 Mar 2017,Grand Prix Tbilisi 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_geo2017_w_0052_0008
38,0,BUCHARD Amandine,ABE Uta,0,10,00:00,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0035
39,1,BUCHARD Amandine,COHEN Gili,110,0,01:44,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0032
40,1,BUCHARD Amandine,NORDMEYER BUCHARD Nieke,10,0,00:00,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0028
41,1,BUCHARD Amandine,PERENC Agata,10,0,00:00,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0024
42,1,BUCHARD Amandine,STANGAR Anja,10,0,05:00,14 Jan 2017,African Open Tunis 2017,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/cont_open_tun2017_w_0052_0019
43,1,BUCHARD Amandine,LOPEZ SHERIFF Estrella,120,0,03:57,14 Jan 2017,African Open Tunis 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/cont_open_tun2017_w_0052_0016
44,1,BUCHARD Amandine,AISSAHINE Faiza,100,0,01:46,14 Jan 2017,African Open Tunis 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/cont_open_tun2017_w_0052_0011
45,1,BUCHARD Amandine,GANNOUNI Amani,130,0,05:00,14 Jan 2017,African Open Tunis 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/cont_open_tun2017_w_0052_0006
46,1,BUCHARD Amandine,RAYNAUD Louise,0,0,05:00,15 Oct 2016,European Open Glasgow 2016,-52 kg,Bronze,False,
47,0,BUCHARD Amandine,EDWARDS Kelly,0,0,09:58,15 Oct 2016,European Open Glasgow 2016,-52 kg,Semi-Final,False,
48,1,BUCHARD Amandine,PEREIRA Jessica,110,0,00:00,15 Oct 2016,European Open Glasgow 2016,-52 kg,Quarter-Final,False,
49,1,BUCHARD Amandine,CIFUENTES Lillian,100,0,00:00,15 Oct 2016,European Open Glasgow 2016,-52 kg,Round 2,False,
0,1,ABE Uta,SHISHIME Ai,100,0,00:53,20 Sep 2018,World Championships Baku 2018,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0067
1,1,ABE Uta,BUCHARD Amandine,100,0,03:34,20 Sep 2018,World Championships Baku 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0063
2,1,ABE Uta,PEREIRA Jessica,100,0,02:40,20 Sep 2018,World Championships Baku 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0058
3,1,ABE Uta,KOCHER Fabienne,110,0,02:33,20 Sep 2018,World Championships Baku 2018,-52 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0051
4,1,ABE Uta,PIENKOWSKA Karolina,100,0,03:17,20 Sep 2018,World Championships Baku 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0037
5,1,ABE Uta,WU Shugen,100,0,02:18,25 May 2018,Grand Prix Hohhot 2018,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_chn2018_w_0052_0035
6,1,ABE Uta,DELGADO Angelica,100,0,03:15,25 May 2018,Grand Prix Hohhot 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_chn2018_w_0052_0032
7,1,ABE Uta,JANG Yejin,100,0,01:56,25 May 2018,Grand Prix Hohhot 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_chn2018_w_0052_0027
8,1,ABE Uta,BISHRELT Khorloodoi,110,0,02:57,25 May 2018,Grand Prix Hohhot 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_chn2018_w_0052_0021
9,1,ABE Uta,BUCHARD Amandine,100,0,02:24,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0035
10,1,ABE Uta,VAN SNICK Charline,100,0,01:27,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0032
11,1,ABE Uta,KRASNIQI Distria,100,0,00:18,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0027
12,1,ABE Uta,IONITA Ana Maria,100,0,03:50,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0022
13,1,ABE Uta,VALENTIM Eleudis,100,0,03:51,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0011
14,1,ABE Uta,TATSUKAWA Rina,100,0,00:46,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0035
15,1,ABE Uta,BUCHARD Amandine,20,0,02:25,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0031
16,1,ABE Uta,SHISHIME Ai,10,0,05:00,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0025
17,1,ABE Uta,PEREIRA Jessica,10,0,00:00,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0018
18,1,ABE Uta,CHINTOGTOKH Azzaya,110,0,04:00,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0003
19,1,ABE Uta,KARCHAYEVA Aiida,130,0,00:55,22 Oct 2017,Team event Zagreb 2017,-57 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_jun_teams2017_w_0057_0010
20,1,ABE Uta,MAEDA Chishima,10,0,00:00,18 Oct 2017,World Championships Zagreb 2017,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/wc_jun2017_w_0052_0067
21,1,ABE Uta,BISHRELT Khorloodoi,100,0,00:00,18 Oct 2017,World Championships Zagreb 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/wc_jun2017_w_0052_0063
22,1,ABE Uta,PUREVSUREN Buyankhishig,100,0,03:40,18 Oct 2017,World Championships Zagreb 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_jun2017_w_0052_0058
23,1,ABE Uta,TEMELKOVA Betina,120,0,02:27,18 Oct 2017,World Championships Zagreb 2017,-52 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_jun2017_w_0052_0052
24,1,ABE Uta,BETSENGUE MEKONGO Benedicte,110,0,03:42,18 Oct 2017,World Championships Zagreb 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_jun2017_w_0052_0040
25,1,ABE Uta,BUCHARD Amandine,10,0,00:00,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0035
26,1,ABE Uta,FLORIAN Alexandra-larisa,100,0,03:17,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0031
27,1,ABE Uta,SHISHIME Ai,100,0,01:05,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0025
28,1,ABE Uta,BEZALEL Ariel,120,0,02:32,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0018
29,0,ABE Uta,TSUNODA Natsumi,0,100,03:38,2 Dec 2016,Grand Slam Tokyo 2016,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_w_0052_0035
30,1,ABE Uta,TATSUKAWA Rina,100,0,00:38,2 Dec 2016,Grand Slam Tokyo 2016,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_w_0052_0032
31,1,ABE Uta,KWON Aerim,100,0,00:30,2 Dec 2016,Grand Slam Tokyo 2016,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_w_0052_0027
32,1,ABE Uta,GNETO Astride,100,0,06:36,2 Dec 2016,Grand Slam Tokyo 2016,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_w_0052_0021
33,1,ABE Uta,WARASIHA Kachakorn,2,0,05:00,2 Dec 2016,Grand Slam Tokyo 2016,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_w_0052_0010
0,0,KUZIUTINA Natalia,VAN SNICK Charline,0,10,00:00,20 Sep 2018,World Championships Baku 2018,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0062
1,0,KUZIUTINA Natalia,SHISHIME Ai,0,10,00:00,20 Sep 2018,World Championships Baku 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0059
2,1,KUZIUTINA Natalia,TSCHOPP Evelyne,100,0,02:59,20 Sep 2018,World Championships Baku 2018,-52 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0053
3,1,KUZIUTINA Natalia,CHITU Andreea,10,0,00:00,20 Sep 2018,World Championships Baku 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0041
4,1,KUZIUTINA Natalia,KRASNIQI Distria,100,0,05:36,26 Apr 2018,European Championships Tel Aviv 2018,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_w_0052_0035
5,1,KUZIUTINA Natalia,TSCHOPP Evelyne,100,0,01:22,26 Apr 2018,European Championships Tel Aviv 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_w_0052_0031
6,1,KUZIUTINA Natalia,STANGAR Anja,100,0,02:49,26 Apr 2018,European Championships Tel Aviv 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_w_0052_0025
7,1,KUZIUTINA Natalia,PEREZ BOX Ana,100,0,00:00,26 Apr 2018,European Championships Tel Aviv 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_w_0052_0017
8,1,KUZIUTINA Natalia,MIRANDA Erika,100,0,01:31,17 Mar 2018,Grand Slam Ekaterinburg 2018,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_w_0052_0019
9,1,KUZIUTINA Natalia,FLORIAN Alexandra-larisa,100,0,01:25,17 Mar 2018,Grand Slam Ekaterinburg 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_w_0052_0016
10,1,KUZIUTINA Natalia,SKRYPNIK Darya,100,0,00:17,17 Mar 2018,Grand Slam Ekaterinburg 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_w_0052_0011
11,1,KUZIUTINA Natalia,BUCHARD Amandine,10,0,03:03,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0019
12,1,KUZIUTINA Natalia,PEREIRA Jessica,110,0,02:48,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0016
13,1,KUZIUTINA Natalia,KRASNIQI Distria,10,0,01:40,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0012
14,1,KUZIUTINA Natalia,GNETO Astride,100,0,01:56,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0008
15,1,KUZIUTINA Natalia,COHEN Gili,100,0,01:56,28 Aug 2017,World Championships Budapest 2017,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0065
16,1,KUZIUTINA Natalia,BUCHARD Amandine,100,0,01:36,28 Aug 2017,World Championships Budapest 2017,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0061
17,0,KUZIUTINA Natalia,SHISHIME Ai,0,10,00:00,28 Aug 2017,World Championships Budapest 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0058
18,1,KUZIUTINA Natalia,FLORIAN Alexandra-larisa,110,0,01:34,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0051
19,1,KUZIUTINA Natalia,BEZALEL Ariel,110,0,02:27,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0038
20,1,KUZIUTINA Natalia,PUREVSUREN Buyankhishig,120,0,01:06,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0011
21,1,KUZIUTINA Natalia,COHEN Gili,110,0,02:07,20 May 2017,Grand Slam Ekaterinburg 2017,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_w_0052_0033
22,0,KUZIUTINA Natalia,MIRANDA Erika,0,10,04:04,20 May 2017,Grand Slam Ekaterinburg 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_w_0052_0032
23,1,KUZIUTINA Natalia,GUICA Ecaterina,100,0,00:00,20 May 2017,Grand Slam Ekaterinburg 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_w_0052_0027
24,1,KUZIUTINA Natalia,TUITEKOVA Aigunim,110,0,02:37,20 May 2017,Grand Slam Ekaterinburg 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_w_0052_0021
25,1,KUZIUTINA Natalia,DELGADO Angelica,100,0,02:29,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0034
26,1,KUZIUTINA Natalia,MIRANDA Erika,100,0,01:28,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0030
27,0,KUZIUTINA Natalia,KRASNIQI Distria,0,0,01:35,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0028
28,1,KUZIUTINA Natalia,SKRYPNIK Darya,100,0,00:52,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0023
29,1,KUZIUTINA Natalia,MA Yingnan,100,0,00:00,6 Aug 2016,Olympic Games Rio de Janeiro 2016,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/oly2016_w_0052_0034
30,1,KUZIUTINA Natalia,LEGENTIL Christianne,100,0,00:00,6 Aug 2016,Olympic Games Rio de Janeiro 2016,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/oly2016_w_0052_0030
31,0,KUZIUTINA Natalia,NAKAMURA Misato,0,100,08:40,6 Aug 2016,Olympic Games Rio de Janeiro 2016,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/oly2016_w_0052_0028
32,1,KUZIUTINA Natalia,GUICA Ecaterina,2,0,05:00,6 Aug 2016,Olympic Games Rio de Janeiro 2016,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/oly2016_w_0052_0024
33,0,KUZIUTINA Natalia,NAKAMURA Misato,0,101,00:33,27 May 2016,Masters Guadalajara 2016,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/masters2016_w_0052_0035
34,1,KUZIUTINA Natalia,CHITU Andreea,1,0,00:00,27 May 2016,Masters Guadalajara 2016,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/masters2016_w_0052_0031
35,1,KUZIUTINA Natalia,EURANIE Annabelle,0,0,00:00,27 May 2016,Masters Guadalajara 2016,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/masters2016_w_0052_0026
36,1,KUZIUTINA Natalia,SKRYPNIK Darya,100,0,00:23,27 May 2016,Masters Guadalajara 2016,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/masters2016_w_0052_0020
37,1,KUZIUTINA Natalia,GOMEZ Laura,11,0,05:00,12 Mar 2016,Panamerican Open Buenos Aires 2016,-52 kg,Final,False,
38,1,KUZIUTINA Natalia,GUICA Ecaterina,100,0,03:24,12 Mar 2016,Panamerican Open Buenos Aires 2016,-52 kg,Semi-Final,False,
39,1,KUZIUTINA Natalia,CARDOZO MADAF Abi betsabe,100,0,02:31,12 Mar 2016,Panamerican Open Buenos Aires 2016,-52 kg,Quarter-Final,False,
40,1,KUZIUTINA Natalia,GOMEZ Laura,0,0,05:00,5 Mar 2016,Panamerican Open Lima 2016,-52 kg,Final,False,
41,1,KUZIUTINA Natalia,DELGADO Angelica,0,0,05:00,5 Mar 2016,Panamerican Open Lima 2016,-52 kg,Semi-Final,False,
42,1,KUZIUTINA Natalia,GARCIA Maria,100,0,00:00,5 Mar 2016,Panamerican Open Lima 2016,-52 kg,Quarter-Final,False,
43,0,KUZIUTINA Natalia,SKRYPNIK Darya,0,0,05:00,24 Aug 2015,World Championships Astana 2015,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/wc_sen2015_w_0052_0062
44,0,KUZIUTINA Natalia,NAKAMURA Misato,0,1,05:23,24 Aug 2015,World Championships Astana 2015,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2015_w_0052_0059
45,1,KUZIUTINA Natalia,MUNKHBAATAR Bundmaa,0,0,05:00,24 Aug 2015,World Championships Astana 2015,-52 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2015_w_0052_0053
46,1,KUZIUTINA Natalia,RIM Song Sim,1,0,05:00,24 Aug 2015,World Championships Astana 2015,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2015_w_0052_0041
47,1,KUZIUTINA Natalia,GIUFFRIDA Odette,0,0,05:00,25 Jun 2015,European Championships Baku 2015,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/eju_sen2015_w_0052_0034
48,0,KUZIUTINA Natalia,EURANIE Annabelle,0,0,08:09,25 Jun 2015,European Championships Baku 2015,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/eju_sen2015_w_0052_0031
49,1,KUZIUTINA Natalia,FLORIAN Alexandra-larisa,1,0,05:00,25 Jun 2015,European Championships Baku 2015,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/eju_sen2015_w_0052_0025
