,wins,local,opponent,local_points,opponent_points,duration,date,event,category,round,has_video,url_video
2,1,TSUNODA Natsumi,CHEN Chin-Ying,100,0,01:24,29 Aug 2018,Asian Championships Jakarta 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/jua_sen2018_w_0052_0025
3,1,TSUNODA Natsumi,KHADKA Devika,100,0,05:00,29 Aug 2018,Asian Championships Jakarta 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/jua_sen2018_w_0052_0017
4,1,TSUNODA Natsumi,VAN SNICK Charline,100,0,00:52,10 Aug 2018,Grand Prix Budapest 2018,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_w_0052_0035
5,1,TSUNODA Natsumi,CHITU Andreea,100,0,01:43,10 Aug 2018,Grand Prix Budapest 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_w_0052_0032
6,1,TSUNODA Natsumi,GUICA Ecaterina,100,0,02:07,10 Aug 2018,Grand Prix Budapest 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_w_0052_0027
7,1,TSUNODA Natsumi,KOCHER Fabienne,100,0,01:07,10 Aug 2018,Grand Prix Budapest 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_w_0052_0021
8,1,TSUNODA Natsumi,PEREZ BOX Ana,110,0,00:18,10 Aug 2018,Grand Prix Budapest 2018,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_w_0052_0009
9,0,TSUNODA Natsumi,KRASNIQI Distria,0,10,00:00,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0034
10,0,TSUNODA Natsumi,BUCHARD Amandine,0,100,02:32,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0031
11,1,TSUNODA Natsumi,GNETO Astride,100,0,00:26,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0026
12,1,TSUNODA Natsumi,TEMELKOVA Betina,100,0,01:19,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0019
13,0,TSUNODA Natsumi,KRASNIQI Distria,0,10,00:00,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0014
14,0,TSUNODA Natsumi,PEREIRA Jessica,0,0,04:45,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0011
15,1,TSUNODA Natsumi,GUICA Ecaterina,130,0,01:16,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0006
16,0,TSUNODA Natsumi,SHISHIME Ai,0,100,05:00,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0029
17,0,TSUNODA Natsumi,BUCHARD Amandine,0,20,02:33,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0026
18,1,TSUNODA Natsumi,EDWARDS Kelly,100,0,02:31,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0019
19,0,TSUNODA Natsumi,SHISHIME Ai,0,100,01:31,28 Aug 2017,World Championships Budapest 2017,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0067
20,1,TSUNODA Natsumi,COHEN Gili,20,0,00:00,28 Aug 2017,World Championships Budapest 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0064
21,1,TSUNODA Natsumi,MIRANDA Erika,100,0,02:30,28 Aug 2017,World Championships Budapest 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0059
22,1,TSUNODA Natsumi,DELGADO Angelica,110,0,02:45,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0054
23,1,TSUNODA Natsumi,FREITAS Leandra,100,0,00:41,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0044
24,1,TSUNODA Natsumi,BALASANYAN Sose,110,0,02:58,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0024
25,0,TSUNODA Natsumi,KELMENDI Majlinda,0,10,00:00,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0035
26,1,TSUNODA Natsumi,KRASNIQI Distria,10,0,00:00,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0032
27,1,TSUNODA Natsumi,MIRANDA Erika,100,0,01:08,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0027
28,1,TSUNODA Natsumi,KAZARINA Yulia,10,0,00:00,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0022
29,1,TSUNODA Natsumi,GUIHUR Amelie,120,10,01:16,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0012
30,1,TSUNODA Natsumi,ABE Uta,100,0,03:38,2 Dec 2016,Grand Slam Tokyo 2016,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_w_0052_0035
31,1,TSUNODA Natsumi,SHISHIME Ai,101,0,02:41,2 Dec 2016,Grand Slam Tokyo 2016,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_w_0052_0031
32,1,TSUNODA Natsumi,VAN SNICK Charline,1,0,05:00,2 Dec 2016,Grand Slam Tokyo 2016,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_w_0052_0026
33,1,TSUNODA Natsumi,CHEN Chin-Ying,110,0,01:12,2 Dec 2016,Grand Slam Tokyo 2016,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_w_0052_0020
0,0,FLORIAN Alexandra-larisa,TATSUKAWA Rina,0,100,01:54,17 Mar 2018,Grand Slam Ekaterinburg 2018,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_w_0052_0017
1,0,FLORIAN Alexandra-larisa,KUZIUTINA Natalia,0,100,01:25,17 Mar 2018,Grand Slam Ekaterinburg 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_w_0052_0016
2,1,FLORIAN Alexandra-larisa,PERENC Agata,100,0,02:27,17 Mar 2018,Grand Slam Ekaterinburg 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_w_0052_0012
3,1,FLORIAN Alexandra-larisa,QURBONALIEVA Oishabonu,110,0,03:22,17 Mar 2018,Grand Slam Ekaterinburg 2018,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_w_0052_0007
4,0,FLORIAN Alexandra-larisa,TSCHOPP Evelyne,0,100,03:26,9 Mar 2018,Grand Prix Agadir 2018,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_w_0052_0035
5,1,FLORIAN Alexandra-larisa,PRIMO Gefen,100,0,02:24,9 Mar 2018,Grand Prix Agadir 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_w_0052_0031
6,1,FLORIAN Alexandra-larisa,SCHNEIDER Miriam,100,0,01:36,9 Mar 2018,Grand Prix Agadir 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_w_0052_0025
7,1,FLORIAN Alexandra-larisa,EDDINARI Lamia,100,0,03:20,9 Mar 2018,Grand Prix Agadir 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_w_0052_0017
8,1,FLORIAN Alexandra-larisa,PEREIRA Jessica,100,0,01:35,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0017
9,1,FLORIAN Alexandra-larisa,TEMELKOVA Betina,100,0,02:25,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0013
10,0,FLORIAN Alexandra-larisa,BUCHARD Amandine,0,110,02:31,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0010
11,1,FLORIAN Alexandra-larisa,PERENC Agata,10,0,00:00,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0003
12,0,FLORIAN Alexandra-larisa,BUCHARD Amandine,0,10,06:00,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0034
13,1,FLORIAN Alexandra-larisa,GUICA Ecaterina,110,10,02:31,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0030
14,0,FLORIAN Alexandra-larisa,TATSUKAWA Rina,0,100,05:00,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0028
15,1,FLORIAN Alexandra-larisa,PARK Da Sol,0,0,06:24,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0023
16,0,FLORIAN Alexandra-larisa,KRASNIQI Distria,0,20,03:50,10 Nov 2017,European Championships Podgorica 2017,-52 kg,Final,False,
17,1,FLORIAN Alexandra-larisa,AZIZOVA Nazakat,110,0,02:16,10 Nov 2017,European Championships Podgorica 2017,-52 kg,Semi-Final,False,
18,1,FLORIAN Alexandra-larisa,PEREZ BOX Ana,10,0,05:57,10 Nov 2017,European Championships Podgorica 2017,-52 kg,Quarter-Final,False,
19,1,FLORIAN Alexandra-larisa,DENGG Lisa,110,0,05:00,10 Nov 2017,European Championships Podgorica 2017,-52 kg,Round 2,False,
20,1,FLORIAN Alexandra-larisa,DELGADO Angelica,120,0,00:36,26 Oct 2017,Grand Slam Abu Dhabi 2017,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_w_0052_0034
21,1,FLORIAN Alexandra-larisa,TSCHOPP Evelyne,30,20,00:13,26 Oct 2017,Grand Slam Abu Dhabi 2017,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_w_0052_0030
22,0,FLORIAN Alexandra-larisa,VAN SNICK Charline,0,100,02:47,26 Oct 2017,Grand Slam Abu Dhabi 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_w_0052_0028
23,1,FLORIAN Alexandra-larisa,SCHNEIDER Miriam,100,0,02:41,26 Oct 2017,Grand Slam Abu Dhabi 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_w_0052_0023
24,0,FLORIAN Alexandra-larisa,KUZIUTINA Natalia,0,110,01:34,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0051
25,1,FLORIAN Alexandra-larisa,BISHRELT Khorloodoi,100,0,00:04,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0037
26,0,FLORIAN Alexandra-larisa,SKRYPNIK Darya,10,100,01:33,22 Jul 2017,European Open Minsk 2017,-52 kg,Final,False,
27,1,FLORIAN Alexandra-larisa,PLIIEVA Lyudmyla,100,0,01:29,22 Jul 2017,European Open Minsk 2017,-52 kg,Semi-Final,False,
28,1,FLORIAN Alexandra-larisa,ESTEVES Mariana,10,0,05:00,22 Jul 2017,European Open Minsk 2017,-52 kg,Quarter-Final,False,
29,1,FLORIAN Alexandra-larisa,RUBINSTEIN Madelene,100,0,01:49,22 Jul 2017,European Open Minsk 2017,-52 kg,Round 2,False,
30,0,FLORIAN Alexandra-larisa,TSCHOPP Evelyne,0,130,01:50,20 Apr 2017,European Championships Warsaw 2017,-52 kg,Repechage,False,
31,0,FLORIAN Alexandra-larisa,RAMOS Joana,0,120,00:45,20 Apr 2017,European Championships Warsaw 2017,-52 kg,Quarter-Final,False,
32,1,FLORIAN Alexandra-larisa,PUPP Reka,100,0,01:35,20 Apr 2017,European Championships Warsaw 2017,-52 kg,Round 2,False,
33,1,FLORIAN Alexandra-larisa,PUPP Reka,10,0,00:00,10 Mar 2017,Grand Slam Baku 2017,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_aze2017_w_0052_0019
34,1,FLORIAN Alexandra-larisa,MENEZES Sarah,100,0,01:17,10 Mar 2017,Grand Slam Baku 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_aze2017_w_0052_0016
35,1,FLORIAN Alexandra-larisa,VAN SNICK Charline,100,0,01:05,10 Mar 2017,Grand Slam Baku 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_aze2017_w_0052_0011
36,1,FLORIAN Alexandra-larisa,VALENTIM Eleudis,100,0,02:42,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0034
37,0,FLORIAN Alexandra-larisa,ABE Uta,0,100,03:17,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0031
38,1,FLORIAN Alexandra-larisa,GUICA Ecaterina,110,0,01:08,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0026
39,1,FLORIAN Alexandra-larisa,LOPEZ SHERIFF Estrella,110,0,02:22,24 Feb 2017,Grand Prix Dusseldorf 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_w_0052_0020
40,0,FLORIAN Alexandra-larisa,GNETO Astride,0,100,00:59,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0018
41,1,FLORIAN Alexandra-larisa,EDWARDS Kelly,10,0,00:11,11 Feb 2017,Grand Slam Paris 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_w_0052_0004
42,0,FLORIAN Alexandra-larisa,KRASNIQI Distria,0,0,05:00,11 Nov 2016,European Championships Tel Aviv 2016,-52 kg,Final,False,
43,1,FLORIAN Alexandra-larisa,SZABO Katinka,1,0,05:00,11 Nov 2016,European Championships Tel Aviv 2016,-52 kg,Semi-Final,False,
44,1,FLORIAN Alexandra-larisa,PEREZ BOX Ana,3,0,05:00,11 Nov 2016,European Championships Tel Aviv 2016,-52 kg,Quarter-Final,False,
45,1,FLORIAN Alexandra-larisa,PASHINA Anna,100,0,01:37,11 Nov 2016,European Championships Tel Aviv 2016,-52 kg,Round 2,False,
46,0,FLORIAN Alexandra-larisa,EDWARDS Kelly,0,100,01:16,23 Sep 2016,Grand Prix Zagreb 2016,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gp_cro2016_w_0052_0018
47,0,FLORIAN Alexandra-larisa,KRASNIQI Distria,0,100,03:46,23 Sep 2016,Grand Prix Zagreb 2016,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_cro2016_w_0052_0015
48,1,FLORIAN Alexandra-larisa,SIKIC Tena,101,0,01:47,23 Sep 2016,Grand Prix Zagreb 2016,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_cro2016_w_0052_0010
49,1,FLORIAN Alexandra-larisa,LOPEZ SHERIFF Estrella,100,0,02:40,23 Sep 2016,Grand Prix Zagreb 2016,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_cro2016_w_0052_0004
0,0,TSCHOPP Evelyne,KELMENDI Majlinda,0,100,02:07,9 Nov 2018,Grand Prix Tashkent 2018,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2018_w_0052_0035
1,1,TSCHOPP Evelyne,PERENC Agata,100,0,52:00,9 Nov 2018,Grand Prix Tashkent 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2018_w_0052_0031
2,1,TSCHOPP Evelyne,KORKMAZ Irem,100,0,52:00,9 Nov 2018,Grand Prix Tashkent 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2018_w_0052_0025
3,1,TSCHOPP Evelyne,ESTEVES Mariana,100,0,02:11,9 Nov 2018,Grand Prix Tashkent 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2018_w_0052_0017
4,0,TSCHOPP Evelyne,COHEN Gili,0,100,02:24,27 Oct 2018,Grand Slam Abu Dhabi 2018,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_uae2018_w_0052_0030
5,0,TSCHOPP Evelyne,GILES Chelsie,0,10,05:14,27 Oct 2018,Grand Slam Abu Dhabi 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2018_w_0052_0027
6,1,TSCHOPP Evelyne,ESTEO LINNE Nina Estefania,100,10,00:00,27 Oct 2018,Grand Slam Abu Dhabi 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_uae2018_w_0052_0021
7,1,TSCHOPP Evelyne,KOCHER Fabienne,100,10,04:59,12 Oct 2018,Grand Prix Cancun 2018,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gp_mex2018_w_0052_0034
8,1,TSCHOPP Evelyne,DELGADO Angelica,10,0,04:07,12 Oct 2018,Grand Prix Cancun 2018,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gp_mex2018_w_0052_0030
9,0,TSCHOPP Evelyne,PEREZ BOX Ana,0,100,01:33,12 Oct 2018,Grand Prix Cancun 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_mex2018_w_0052_0028
10,1,TSCHOPP Evelyne,PIERUCCI Giulia,100,0,03:50,12 Oct 2018,Grand Prix Cancun 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_mex2018_w_0052_0023
11,0,TSCHOPP Evelyne,KUZIUTINA Natalia,0,100,02:59,20 Sep 2018,World Championships Baku 2018,-52 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0053
12,1,TSCHOPP Evelyne,PUPP Reka,10,0,00:09,20 Sep 2018,World Championships Baku 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_w_0052_0042
13,0,TSCHOPP Evelyne,GILES Chelsie,0,100,02:56,10 Aug 2018,Grand Prix Budapest 2018,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_w_0052_0007
14,0,TSCHOPP Evelyne,WU Shugen,10,100,00:10,25 May 2018,Grand Prix Hohhot 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_chn2018_w_0052_0019
15,1,TSCHOPP Evelyne,PUPP Reka,100,0,00:22,26 Apr 2018,European Championships Tel Aviv 2018,-52 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_w_0052_0034
16,0,TSCHOPP Evelyne,KUZIUTINA Natalia,0,100,01:22,26 Apr 2018,European Championships Tel Aviv 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_w_0052_0031
17,1,TSCHOPP Evelyne,PRIMO Gefen,100,0,00:00,26 Apr 2018,European Championships Tel Aviv 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_w_0052_0026
18,1,TSCHOPP Evelyne,RUBINSTEIN Madelene,10,0,05:00,26 Apr 2018,European Championships Tel Aviv 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_w_0052_0020
19,0,TSCHOPP Evelyne,BUCHARD Amandine,0,100,02:20,30 Mar 2018,Grand Prix Tbilisi 2018,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_geo2018_w_0052_0019
20,1,TSCHOPP Evelyne,DELGADO Angelica,100,0,01:36,30 Mar 2018,Grand Prix Tbilisi 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_geo2018_w_0052_0016
21,1,TSCHOPP Evelyne,STANGAR Anja,100,10,00:14,30 Mar 2018,Grand Prix Tbilisi 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_geo2018_w_0052_0012
22,1,TSCHOPP Evelyne,FLORIAN Alexandra-larisa,100,0,03:26,9 Mar 2018,Grand Prix Agadir 2018,-52 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_w_0052_0035
23,1,TSCHOPP Evelyne,KORKMAZ Irem,100,0,00:28,9 Mar 2018,Grand Prix Agadir 2018,-52 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_w_0052_0032
24,1,TSCHOPP Evelyne,BEDDAH Zineb,100,0,02:09,9 Mar 2018,Grand Prix Agadir 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_w_0052_0027
25,1,TSCHOPP Evelyne,FOFANA Salimata,100,0,03:32,9 Mar 2018,Grand Prix Agadir 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_w_0052_0021
26,0,TSCHOPP Evelyne,LOPEZ SHERIFF Estrella,0,100,00:38,23 Feb 2018,Grand Slam Dusseldorf 2018,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_w_0052_0029
27,0,TSCHOPP Evelyne,PIENKOWSKA Karolina,0,10,00:00,23 Feb 2018,Grand Slam Dusseldorf 2018,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_w_0052_0026
28,1,TSCHOPP Evelyne,ELIZECHE Ayelen,100,0,03:01,23 Feb 2018,Grand Slam Dusseldorf 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_w_0052_0020
29,0,TSCHOPP Evelyne,BUCHARD Amandine,0,110,03:15,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0017
30,1,TSCHOPP Evelyne,EL QORACHI Fatima Zahra,100,0,02:34,10 Feb 2018,Grand Slam Paris 2018,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_w_0052_0002
31,0,TSCHOPP Evelyne,BUCHARD Amandine,0,30,00:00,16 Dec 2017,Masters St Petersburg 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_w_0052_0004
32,0,TSCHOPP Evelyne,BUCHARD Amandine,0,130,03:55,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0020
33,1,TSCHOPP Evelyne,EASTON Tinka,100,0,01:10,2 Dec 2017,Grand Slam Tokyo 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_w_0052_0008
34,0,TSCHOPP Evelyne,FLORIAN Alexandra-larisa,20,30,00:13,26 Oct 2017,Grand Slam Abu Dhabi 2017,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_w_0052_0030
35,0,TSCHOPP Evelyne,COHEN Gili,0,30,00:00,26 Oct 2017,Grand Slam Abu Dhabi 2017,-52 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_w_0052_0027
36,1,TSCHOPP Evelyne,PERENC Agata,110,0,01:56,26 Oct 2017,Grand Slam Abu Dhabi 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_w_0052_0022
37,1,TSCHOPP Evelyne,SULAYMONOVA Gulnor,100,0,02:15,26 Oct 2017,Grand Slam Abu Dhabi 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_w_0052_0012
38,0,TSCHOPP Evelyne,KELMENDI Majlinda,0,110,01:06,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0033
39,1,TSCHOPP Evelyne,KWON Aerim,10,0,00:00,28 Aug 2017,World Championships Budapest 2017,-52 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_w_0052_0002
40,1,TSCHOPP Evelyne,BEZALEL Ariel,110,0,05:00,22 Jul 2017,European Open Minsk 2017,-52 kg,Bronze,False,
41,0,TSCHOPP Evelyne,SKRYPNIK Darya,0,110,01:36,22 Jul 2017,European Open Minsk 2017,-52 kg,Semi-Final,False,
42,1,TSCHOPP Evelyne,PERENC Agata,30,20,06:16,22 Jul 2017,European Open Minsk 2017,-52 kg,Quarter-Final,False,
43,1,TSCHOPP Evelyne,KAZARINA Yulia,100,20,01:58,22 Jul 2017,European Open Minsk 2017,-52 kg,Round 2,False,
44,1,TSCHOPP Evelyne,GIUFFRIDA Odette,10,0,01:05,20 Apr 2017,European Championships Warsaw 2017,-52 kg,Bronze,False,
45,1,TSCHOPP Evelyne,FLORIAN Alexandra-larisa,130,0,01:50,20 Apr 2017,European Championships Warsaw 2017,-52 kg,Repechage,False,
46,0,TSCHOPP Evelyne,KELMENDI Majlinda,10,120,00:16,20 Apr 2017,European Championships Warsaw 2017,-52 kg,Quarter-Final,False,
47,1,TSCHOPP Evelyne,SKRYPNIK Darya,110,0,02:34,20 Apr 2017,European Championships Warsaw 2017,-52 kg,Round 2,False,
48,1,TSCHOPP Evelyne,BEZALEL Ariel,100,0,03:33,20 Apr 2017,European Championships Warsaw 2017,-52 kg,Round 1,False,
49,0,TSCHOPP Evelyne,RIGHETTI Anna,0,20,03:31,11 Mar 2017,Continental Cup Uster-Zurich 2017,-57 kg,Final,False,
0,0,DELGADO Angelica,GIUFFRIDA Odette,0,100,00:00,27 Oct 2018,Grand Slam Abu Dhabi 2018,-52 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_uae2018_w_0052_0017
1,0,DELGADO Angelica,TSCHOPP Evelyne,0,10,04:07,12 Oct 2018,Grand Prix Cancun 2018,-52 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gp_mex2018_w_0052_0030
