,wins,local,opponent,local_points,opponent_points,duration,date,event,category,round,has_video,url_video
34,1,SHIKHALIZADA Nijat,SCHEIBEL Manuel,100,0,02:15,20 Apr 2017,European Championships Warsaw 2017,-66 kg,Round 1,False,
35,0,SHIKHALIZADA Nijat,SHMAILOV Baruch,0,30,00:00,10 Mar 2017,Grand Slam Baku 2017,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_aze2017_m_0066_0018
36,0,SHIKHALIZADA Nijat,TAKAJO Tomofumi,0,100,00:55,10 Mar 2017,Grand Slam Baku 2017,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_aze2017_m_0066_0015
37,1,SHIKHALIZADA Nijat,GIUNASHVILI Lasha,110,0,01:02,10 Mar 2017,Grand Slam Baku 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_aze2017_m_0066_0009
38,1,SHIKHALIZADA Nijat,OLIMOV Khojiakbar,10,10,02:14,10 Mar 2017,Grand Slam Baku 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_aze2017_m_0066_0001
39,1,SHIKHALIZADA Nijat,BOUCHARD Antoine,20,0,00:00,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0066
40,1,SHIKHALIZADA Nijat,FLICKER Tal,100,0,01:48,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0062
41,0,SHIKHALIZADA Nijat,ARDANOV Anzaur,10,100,03:27,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0059
42,1,SHIKHALIZADA Nijat,VAN GANSBEKE Kenneth,110,0,02:14,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0053
43,1,SHIKHALIZADA Nijat,QING Daga,30,10,00:00,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0041
44,0,SHIKHALIZADA Nijat,BASILE Fabio,0,110,02:39,6 Aug 2016,Olympic Games Rio de Janeiro 2016,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/oly2016_m_0066_0054
45,1,SHIKHALIZADA Nijat,URIARTE Sugoi,1,0,05:00,6 Aug 2016,Olympic Games Rio de Janeiro 2016,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/oly2016_m_0066_0043
46,1,SHIKHALIZADA Nijat,OLEINIC Sergiu,0,0,00:00,27 May 2016,Masters Guadalajara 2016,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/masters2016_m_0066_0034
47,1,SHIKHALIZADA Nijat,TAKAJO Tomofumi,1,0,00:00,27 May 2016,Masters Guadalajara 2016,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/masters2016_m_0066_0030
48,0,SHIKHALIZADA Nijat,DAVAADORJ Tumurkhuleg,1,10,00:00,27 May 2016,Masters Guadalajara 2016,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/masters2016_m_0066_0027
49,1,SHIKHALIZADA Nijat,BASILE Fabio,2,0,00:00,27 May 2016,Masters Guadalajara 2016,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/masters2016_m_0066_0022
0,1,TAGAWA Kenzo,ABDELMAWGOUD Mohamed,100,0,02:53,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0067
1,1,TAGAWA Kenzo,DOVDON Altansukh,100,0,00:47,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0064
2,1,TAGAWA Kenzo,IADOV Bogdan,110,0,03:15,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0059
3,1,TAGAWA Kenzo,ABDULZHALILOV Abdula,100,0,01:10,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0053
4,1,TAGAWA Kenzo,VAN HARTEN Matthijs,10,0,00:28,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0042
5,1,TAGAWA Kenzo,TEMELKOV Bozhidar,100,0,03:18,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0020
6,1,TAGAWA Kenzo,ZANTARAIA Georgii,10,0,01:43,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0067
7,1,TAGAWA Kenzo,SHAMILOV Yakub,10,0,02:33,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0063
8,1,TAGAWA Kenzo,FLICKER Tal,10,0,00:00,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0057
9,1,TAGAWA Kenzo,IADOV Bogdan,100,0,00:37,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0050
10,1,TAGAWA Kenzo,URIARTE Gar,100,0,01:51,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0036
11,0,TAGAWA Kenzo,AN Baul,0,100,08:31,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0055
12,1,TAGAWA Kenzo,KATZ Nathan,100,0,00:00,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0046
13,1,TAGAWA Kenzo,JEREB Andraz,1,0,05:00,18 Nov 2016,Grand Prix Qingdao 2016,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gp_chn2016_m_0066_0017
14,1,TAGAWA Kenzo,REN Jiawen,100,0,03:37,18 Nov 2016,Grand Prix Qingdao 2016,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gp_chn2016_m_0066_0013
15,0,TAGAWA Kenzo,ABDULZHALILOV Abdula,0,10,05:00,18 Nov 2016,Grand Prix Qingdao 2016,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_chn2016_m_0066_0010
16,1,TAGAWA Kenzo,ADIYA Batsuuri,0,0,05:00,18 Nov 2016,Grand Prix Qingdao 2016,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_chn2016_m_0066_0004
17,1,TAGAWA Kenzo,CARGNIN Daniel,10,0,05:00,16 Apr 2016,Continental Cup St Petersburg 2016,-66 kg,Final,False,
18,1,TAGAWA Kenzo,PHILIPP Leon,0,0,05:00,16 Apr 2016,Continental Cup St Petersburg 2016,-66 kg,Semi-Final,False,
19,1,TAGAWA Kenzo,UDESIANI Beka,100,0,02:52,16 Apr 2016,Continental Cup St Petersburg 2016,-66 kg,Quarter-Final,False,
20,1,TAGAWA Kenzo,ASHRAFOV Aslan,10,0,05:00,16 Apr 2016,Continental Cup St Petersburg 2016,-66 kg,Round 3,False,
21,1,TAGAWA Kenzo,BOROS Bence,102,0,01:09,16 Apr 2016,Continental Cup St Petersburg 2016,-66 kg,Round 2,False,
0,0,ABDELMAWGOUD Mohamed,SHIKHALIZADA Nijat,0,100,03:22,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0070
1,1,ABDELMAWGOUD Mohamed,CHIMINYA Brian,100,0,03:22,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0011
2,0,ABDELMAWGOUD Mohamed,TAGAWA Kenzo,0,100,02:53,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0067
3,1,ABDELMAWGOUD Mohamed,MENAGED Yarin,100,0,00:48,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0063
4,1,ABDELMAWGOUD Mohamed,ADIYA Batsuuri,100,10,00:00,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0057
5,1,ABDELMAWGOUD Mohamed,ZANTARAIA Georgii,110,0,00:07,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0049
6,1,ABDELMAWGOUD Mohamed,GOLUS Lukasz,100,0,03:40,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0034
7,1,ABDELMAWGOUD Mohamed,NURKOVIC Jusuf,100,0,00:44,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0004
8,1,ABDELMAWGOUD Mohamed,ABELRAHMAN Ahmed,110,0,01:46,12 Apr 2018,African Championships Tunis 2018,-66 kg,Final,False,
9,1,ABDELMAWGOUD Mohamed,ZOURDANI Houd,100,0,01:32,12 Apr 2018,African Championships Tunis 2018,-66 kg,Semi-Final,False,
10,1,ABDELMAWGOUD Mohamed,MABULU Siyabulela,100,0,00:42,12 Apr 2018,African Championships Tunis 2018,-66 kg,Quarter-Final,False,
11,1,ABDELMAWGOUD Mohamed,KHALFAOUI Houssem,100,0,05:00,12 Apr 2018,African Championships Tunis 2018,-66 kg,Round 2,False,
12,0,ABDELMAWGOUD Mohamed,GRIGORYAN Aram,0,110,01:31,19 Jan 2018,Grand Prix Tunis 2018,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gp_tun2018_m_0066_0065
13,0,ABDELMAWGOUD Mohamed,AKHADOV Shakhram,0,10,00:30,19 Jan 2018,Grand Prix Tunis 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_tun2018_m_0066_0064
14,1,ABDELMAWGOUD Mohamed,VAN HARTEN Matthijs,10,0,00:00,19 Jan 2018,Grand Prix Tunis 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_tun2018_m_0066_0060
15,1,ABDELMAWGOUD Mohamed,KYRGYZBAYEV Gumar,110,0,00:09,19 Jan 2018,Grand Prix Tunis 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_tun2018_m_0066_0056
16,1,ABDELMAWGOUD Mohamed,GOMBOC Adrian,100,0,01:44,19 Jan 2018,Grand Prix Tunis 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_tun2018_m_0066_0047
17,0,ABDELMAWGOUD Mohamed,LE BLOUCH Kilian,0,1,05:00,13 May 2016,Grand Prix Almaty 2016,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_kaz2016_m_0066_0049
18,1,ABDELMAWGOUD Mohamed,VAN GANSBEKE Kenneth,0,0,05:00,13 May 2016,Grand Prix Almaty 2016,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_kaz2016_m_0066_0034
19,0,ABDELMAWGOUD Mohamed,BASSOU Imad,0,10,05:00,8 Apr 2016,African Championships Tunis 2016,-66 kg,Final,False,
20,1,ABDELMAWGOUD Mohamed,KHALFAOUI Houssem,102,0,04:06,8 Apr 2016,African Championships Tunis 2016,-66 kg,Semi-Final,False,
21,1,ABDELMAWGOUD Mohamed,MABULU Siyabulela,100,0,01:11,8 Apr 2016,African Championships Tunis 2016,-66 kg,Quarter-Final,False,
22,1,ABDELMAWGOUD Mohamed,BAH Mamadou Samba,100,0,00:57,8 Apr 2016,African Championships Tunis 2016,-66 kg,Round 2,False,
23,0,ABDELMAWGOUD Mohamed,GOMBOC Adrian,0,100,00:19,19 Feb 2016,Grand Prix Dusseldorf 2016,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_ger2016_m_0066_0010
24,0,ABDELMAWGOUD Mohamed,DOVDON Altansukh,0,10,05:00,13 Feb 2016,European Open Oberwart 2016,-66 kg,Final,False,
25,1,ABDELMAWGOUD Mohamed,CHIBANA Charles,100,11,02:26,13 Feb 2016,European Open Oberwart 2016,-66 kg,Semi-Final,False,
26,1,ABDELMAWGOUD Mohamed,BAIMAKHANBETOV Meirlan,2,0,05:00,13 Feb 2016,European Open Oberwart 2016,-66 kg,Quarter-Final,False,
27,1,ABDELMAWGOUD Mohamed,MASSART Antoine,10,0,05:00,13 Feb 2016,European Open Oberwart 2016,-66 kg,Round 3,False,
28,1,ABDELMAWGOUD Mohamed,SEYIDOV Turan,1,0,05:00,13 Feb 2016,European Open Oberwart 2016,-66 kg,Round 2,False,
29,0,ABDELMAWGOUD Mohamed,LILUASHVILI Mindia,0,100,02:27,30 Jan 2016,European Open Sofia 2016,-66 kg,Round 2,False,
30,1,ABDELMAWGOUD Mohamed,AYIMBA Gloire,101,1,00:00,13 Sep 2015,Continental Cup Brazzaville 2015,-66 kg,Bronze,False,
31,0,ABDELMAWGOUD Mohamed,ABDELMOUATY Ali,0,110,02:21,13 Sep 2015,Continental Cup Brazzaville 2015,-66 kg,Semi-Final,False,
32,1,ABDELMAWGOUD Mohamed,KOUSSOU OUVELOU Harnold,101,0,05:00,13 Sep 2015,Continental Cup Brazzaville 2015,-66 kg,Quarter-Final,False,
33,1,ABDELMAWGOUD Mohamed,BONDELE MAKOME Yousi,100,0,00:00,13 Sep 2015,Continental Cup Brazzaville 2015,-66 kg,Round 2,False,
34,0,ABDELMAWGOUD Mohamed,ABDULZHALILOV Abdula,0,100,04:50,13 Jun 2015,Grand Prix Budapest 2015,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_hun2015_m_0066_0038
35,0,ABDELMAWGOUD Mohamed,THONDIQUE Carlos,0,103,04:03,6 Jun 2015,European Open Minsk 2015,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/cont_open_blr2015_m_0066_0029
36,0,ABDELMAWGOUD Mohamed,LE BLOUCH Kilian,0,0,05:00,6 Jun 2015,European Open Minsk 2015,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/cont_open_blr2015_m_0066_0026
37,1,ABDELMAWGOUD Mohamed,MINKOU Dzmitry,1,0,05:00,6 Jun 2015,European Open Minsk 2015,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/cont_open_blr2015_m_0066_0019
38,0,ABDELMAWGOUD Mohamed,BASSOU Imad,0,1,05:00,23 Apr 2015,African Championships Libreville 2015,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/aju_sen2015_m_0066_0033
39,0,ABDELMAWGOUD Mohamed,ZOURDANI Houd,0,3,05:00,23 Apr 2015,African Championships Libreville 2015,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/aju_sen2015_m_0066_0032
40,1,ABDELMAWGOUD Mohamed,ELKAWISAH Ahmed yousef,100,0,05:43,23 Apr 2015,African Championships Libreville 2015,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/aju_sen2015_m_0066_0028
41,0,ABDELMAWGOUD Mohamed,BETA Aleksander,1,10,05:00,20 Mar 2015,Grand Prix Tbilisi 2015,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_geo2015_m_0066_0034
42,0,ABDELMAWGOUD Mohamed,SAKENULY Yerassyl,0,1,05:00,22 Oct 2014,World Championships Ft. Lauderdale 2014,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_jun2014_m_0066_0035
43,0,ABDELMAWGOUD Mohamed,ZANTARAIA Georgii,0,100,01:43,25 Aug 2014,World Championships Chelyabinsk 2014,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2014_m_0066_0073
44,1,ABDELMAWGOUD Mohamed,KHALFAOUI Houssem,100,11,05:00,24 Apr 2014,African Championships Vacoa Fenix 2014,-66 kg,Final,False,
45,1,ABDELMAWGOUD Mohamed,NOURINE Fethi,100,0,04:28,24 Apr 2014,African Championships Vacoa Fenix 2014,-66 kg,Semi-Final,False,
46,1,ABDELMAWGOUD Mohamed,KOUSSOU OUVELOU Harnold,100,0,00:41,24 Apr 2014,African Championships Vacoa Fenix 2014,-66 kg,Quarter-Final,False,
47,1,ABDELMAWGOUD Mohamed,MABULU Siyabulela,100,10,03:25,24 Apr 2014,African Championships Vacoa Fenix 2014,-66 kg,Round 2,False,
48,0,ABDELMAWGOUD Mohamed,DHOUIBI Fraj,0,101,05:00,30 Mar 2013,Grand Prix Samsun 2013,-60 kg,best 32,False,
0,0,OLEINIC Sergiu,NAGLIASHVILI Tornike,0,100,03:08,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0043
1,1,OLEINIC Sergiu,PETRIKOV Pavel,100,0,00:26,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0021
2,0,OLEINIC Sergiu,SHI LANG,0,100,01:19,25 May 2018,Grand Prix Hohhot 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_chn2018_m_0066_0056
3,1,OLEINIC Sergiu,VAN HARTEN Matthijs,100,0,00:25,25 May 2018,Grand Prix Hohhot 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_chn2018_m_0066_0047
4,0,OLEINIC Sergiu,GUSIC Marko,0,100,00:43,26 Apr 2018,European Championships Tel Aviv 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_m_0066_0018
5,1,OLEINIC Sergiu,GAITERO MARTIN Alberto,100,0,05:36,26 Apr 2018,European Championships Tel Aviv 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_m_0066_0003
6,0,OLEINIC Sergiu,TCHIKAIDZE Niko,0,10,00:20,30 Mar 2018,Grand Prix Tbilisi 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_geo2018_m_0066_0021
7,0,OLEINIC Sergiu,JEAN Daniel,0,10,00:00,9 Mar 2018,Grand Prix Agadir 2018,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_m_0066_0033
8,0,OLEINIC Sergiu,SERIKZHANOV Yerlan,0,100,03:05,9 Mar 2018,Grand Prix Agadir 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_m_0066_0032
9,1,OLEINIC Sergiu,VAN GANSBEKE Kenneth,100,0,01:02,9 Mar 2018,Grand Prix Agadir 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_m_0066_0028
10,1,OLEINIC Sergiu,SCHEIBEL Manuel,10,0,00:00,9 Mar 2018,Grand Prix Agadir 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_m_0066_0023
11,0,OLEINIC Sergiu,FLICKER Tal,0,10,02:42,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0033
12,0,OLEINIC Sergiu,PULIAEV Mikhail,0,110,00:27,16 Dec 2017,Masters St Petersburg 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_m_0066_0002
13,0,OLEINIC Sergiu,EL IDRISSI Alaa,0,100,04:00,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0015
14,0,OLEINIC Sergiu,HASHIGUCHI Yuuki,0,20,02:59,29 Sep 2017,Grand Prix Zagreb 2017,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_cro2017_m_0066_0035
15,1,OLEINIC Sergiu,SANDAL Sinan,10,0,05:00,29 Sep 2017,Grand Prix Zagreb 2017,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_cro2017_m_0066_0032
16,1,OLEINIC Sergiu,MARIAC Alexandre,10,0,05:00,29 Sep 2017,Grand Prix Zagreb 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_cro2017_m_0066_0027
17,1,OLEINIC Sergiu,BIZON Marcel,10,0,05:00,29 Sep 2017,Grand Prix Zagreb 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_cro2017_m_0066_0021
18,0,OLEINIC Sergiu,GAITERO MARTIN Alberto,0,10,00:00,28 Aug 2017,World Championships Budapest 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0069
19,0,OLEINIC Sergiu,MENAGED Yarin,0,10,05:00,22 Jul 2017,European Open Minsk 2017,-66 kg,Round 2,False,
20,0,OLEINIC Sergiu,KHAMETOV Islam,0,100,03:58,20 May 2017,Grand Slam Ekaterinburg 2017,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_m_0066_0030
21,0,OLEINIC Sergiu,ABDULZHALILOV Abdula,0,100,02:27,20 May 2017,Grand Slam Ekaterinburg 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_m_0066_0028
22,1,OLEINIC Sergiu,ZHENGISSOV Amirbek,100,0,01:00,20 May 2017,Grand Slam Ekaterinburg 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_rus2017_m_0066_0023
23,0,OLEINIC Sergiu,SANDAL Sinan,0,10,00:17,20 Apr 2017,European Championships Warsaw 2017,-66 kg,Round 2,False,
24,1,OLEINIC Sergiu,BUNCIC Strahinja,100,0,01:43,20 Apr 2017,European Championships Warsaw 2017,-66 kg,Round 1,False,
25,0,OLEINIC Sergiu,SHAMILOV Yakub,0,10,00:00,31 Mar 2017,Grand Prix Tbilisi 2017,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gp_geo2017_m_0066_0033
26,1,OLEINIC Sergiu,DOVDON Altansukh,10,0,01:50,31 Mar 2017,Grand Prix Tbilisi 2017,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gp_geo2017_m_0066_0029
27,0,OLEINIC Sergiu,CHIBANA Charles,0,10,00:00,31 Mar 2017,Grand Prix Tbilisi 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_geo2017_m_0066_0026
28,1,OLEINIC Sergiu,KLOKOV Andrej,100,0,02:11,31 Mar 2017,Grand Prix Tbilisi 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_geo2017_m_0066_0019
29,0,OLEINIC Sergiu,FLICKER Tal,0,20,00:00,24 Feb 2017,Grand Prix Dusseldorf 2017,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_m_0066_0033
30,1,OLEINIC Sergiu,DOVDON Altansukh,10,0,00:15,24 Feb 2017,Grand Prix Dusseldorf 2017,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_m_0066_0029
31,0,OLEINIC Sergiu,SHMAILOV Baruch,0,10,00:24,24 Feb 2017,Grand Prix Dusseldorf 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_m_0066_0026
32,1,OLEINIC Sergiu,TOKHIROV Asadullo,100,0,00:25,24 Feb 2017,Grand Prix Dusseldorf 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_m_0066_0020
33,1,OLEINIC Sergiu,URIARTE Gar,10,0,00:00,24 Feb 2017,Grand Prix Dusseldorf 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_m_0066_0007
34,0,OLEINIC Sergiu,MARGVELASHVILI Vazha,0,20,00:00,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0061
35,0,OLEINIC Sergiu,BOUCHARD Antoine,0,10,00:18,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0058
36,1,OLEINIC Sergiu,HAMAD Sulaiman,110,0,00:28,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0051
37,1,OLEINIC Sergiu,SANDAL Sinan,110,0,01:30,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0037
38,0,OLEINIC Sergiu,GALSTYAN Arsen,0,100,01:13,28 Oct 2016,Grand Slam Abu Dhabi 2016,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_uae2016_m_0066_0017
39,0,OLEINIC Sergiu,MUKANOV Azamat,1,10,05:00,28 Oct 2016,Grand Slam Abu Dhabi 2016,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2016_m_0066_0016
40,1,OLEINIC Sergiu,BOUCHER Mathias,0,0,05:00,28 Oct 2016,Grand Slam Abu Dhabi 2016,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2016_m_0066_0011
41,1,OLEINIC Sergiu,SHIRINLI Vugar,100,0,00:00,28 Oct 2016,Grand Slam Abu Dhabi 2016,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_uae2016_m_0066_0005
42,0,OLEINIC Sergiu,MATEO Wander,0,100,06:10,6 Aug 2016,Olympic Games Rio de Janeiro 2016,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/oly2016_m_0066_0051
43,1,OLEINIC Sergiu,ZANTARAIA Georgii,1,0,05:00,6 Aug 2016,Olympic Games Rio de Janeiro 2016,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/oly2016_m_0066_0037
44,0,OLEINIC Sergiu,SHIKHALIZADA Nijat,0,0,00:00,27 May 2016,Masters Guadalajara 2016,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/masters2016_m_0066_0034
45,0,OLEINIC Sergiu,AN Baul,0,1,00:00,27 May 2016,Masters Guadalajara 2016,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/masters2016_m_0066_0031
46,1,OLEINIC Sergiu,ARAUJO Eduardo,1,0,00:00,27 May 2016,Masters Guadalajara 2016,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/masters2016_m_0066_0026
47,1,OLEINIC Sergiu,SHERSHAN Dzmitry,1,0,00:00,27 May 2016,Masters Guadalajara 2016,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/masters2016_m_0066_0020
48,1,OLEINIC Sergiu,URIARTE Sugoi,1,0,00:00,27 May 2016,Masters Guadalajara 2016,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/masters2016_m_0066_0008
