,wins,local,opponent,local_points,opponent_points,duration,date,event,category,round,has_video,url_video
0,1,ABE Hifumi,SERIKZHANOV Yerlan,100,0,02:47,20 Sep 2018,World Championships Baku 2018,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0131
1,1,ABE Hifumi,AN Baul,10,0,02:38,20 Sep 2018,World Championships Baku 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0128
2,1,ABE Hifumi,ZANTARAIA Georgii,100,0,03:10,20 Sep 2018,World Championships Baku 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0123
3,1,ABE Hifumi,VIERU Denis,10,0,00:00,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 4,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0117
4,1,ABE Hifumi,MEDVES Matteo,100,0,02:57,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0105
5,1,ABE Hifumi,CADET Gerard,100,0,03:50,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0081
6,1,ABE Hifumi,GOMBOC Adrian,100,0,02:26,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0065
7,1,ABE Hifumi,GRIGORYAN Aram,10,0,00:00,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0061
8,0,ABE Hifumi,DOVDON Altansukh,0,100,03:18,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0057
9,1,ABE Hifumi,NAGLIASHVILI Tornike,100,0,01:45,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0049
10,1,ABE Hifumi,MEDVES Matteo,100,0,01:30,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0033
11,1,ABE Hifumi,SHAMILOV Yakub,10,0,00:00,17 Mar 2018,Grand Slam Ekaterinburg 2018,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_m_0066_0035
12,1,ABE Hifumi,MINKOU Dzmitry,100,0,00:53,17 Mar 2018,Grand Slam Ekaterinburg 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_m_0066_0031
13,1,ABE Hifumi,ISAEV Isa,10,0,00:00,17 Mar 2018,Grand Slam Ekaterinburg 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_m_0066_0025
14,1,ABE Hifumi,KYRGYZBAYEV Gumar,110,0,00:24,17 Mar 2018,Grand Slam Ekaterinburg 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_rus2018_m_0066_0017
15,1,ABE Hifumi,MARUYAMA Joshiro,100,0,05:52,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0067
16,1,ABE Hifumi,ISODA Norihito,100,0,06:59,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0063
17,1,ABE Hifumi,DAVAADORJ Tumurkhuleg,10,0,05:39,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0057
18,1,ABE Hifumi,SCHEIBEL Manuel,120,0,02:46,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0049
19,1,ABE Hifumi,GAVIDIA MENDOZA Jesus,120,0,02:14,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0033
20,1,ABE Hifumi,PULIAEV Mikhail,100,0,01:27,28 Aug 2017,World Championships Budapest 2017,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0131
21,1,ABE Hifumi,MARGVELASHVILI Vazha,110,0,00:46,28 Aug 2017,World Championships Budapest 2017,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0128
22,1,ABE Hifumi,ZANTARAIA Georgii,120,0,02:12,28 Aug 2017,World Championships Budapest 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0124
23,1,ABE Hifumi,CRISOSTOMO Joao,30,0,00:00,28 Aug 2017,World Championships Budapest 2017,-66 kg,Round 4,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0119
24,1,ABE Hifumi,BOUSHITA Abderrahmane,100,0,03:28,28 Aug 2017,World Championships Budapest 2017,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0109
25,1,ABE Hifumi,TE Artur,100,0,00:30,28 Aug 2017,World Championships Budapest 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0089
26,1,ABE Hifumi,ARDANOV Anzaur,10,0,00:00,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0067
27,1,ABE Hifumi,BOUCHARD Antoine,100,0,02:48,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0063
28,1,ABE Hifumi,MARGVELASHVILI Vazha,110,0,00:48,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0057
29,1,ABE Hifumi,MAULENIN Abilkaiyr,110,0,01:41,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0049
30,1,ABE Hifumi,KIM Limhwan,100,0,02:57,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0033
31,1,ABE Hifumi,HASHIGUCHI Yuuki,101,0,01:45,2 Dec 2016,Grand Slam Tokyo 2016,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_m_0066_0035
32,1,ABE Hifumi,ISODA Norihito,10,0,05:00,2 Dec 2016,Grand Slam Tokyo 2016,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_m_0066_0032
33,1,ABE Hifumi,PULIAEV Mikhail,10,0,05:00,2 Dec 2016,Grand Slam Tokyo 2016,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_m_0066_0028
34,1,ABE Hifumi,KIM Limhwan,110,0,04:27,2 Dec 2016,Grand Slam Tokyo 2016,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2016_m_0066_0024
35,1,ABE Hifumi,ARDANOV Anzaur,10,0,00:00,16 Jul 2016,Grand Slam Tyumen 2016,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2016_m_0066_0019
36,1,ABE Hifumi,TATEYAMA Sho,10,0,00:00,16 Jul 2016,Grand Slam Tyumen 2016,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2016_m_0066_0015
37,1,ABE Hifumi,TALISHINSKI Iskandar,100,0,01:55,16 Jul 2016,Grand Slam Tyumen 2016,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_rus2016_m_0066_0009
38,1,ABE Hifumi,MA Duanbin,100,0,00:36,1 Oct 2015,Grand Prix Tashkent 2015,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2015_m_0066_0067
39,1,ABE Hifumi,DOVDON Altansukh,112,0,02:23,1 Oct 2015,Grand Prix Tashkent 2015,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2015_m_0066_0064
40,1,ABE Hifumi,MARIAC Alexandre,101,0,00:00,1 Oct 2015,Grand Prix Tashkent 2015,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2015_m_0066_0060
41,1,ABE Hifumi,HOLIKULOV Dostonjon,100,0,01:31,1 Oct 2015,Grand Prix Tashkent 2015,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2015_m_0066_0055
42,1,ABE Hifumi,SANDAL Sinan,100,0,01:38,1 Oct 2015,Grand Prix Tashkent 2015,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2015_m_0066_0045
43,0,ABE Hifumi,DAVAADORJ Tumurkhuleg,10,100,03:50,3 Jul 2015,Grand Prix Ulaanbaatar 2015,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_mgl2015_m_0066_0019
44,1,ABE Hifumi,BATTSETSEG Batgerel,101,0,00:00,3 Jul 2015,Grand Prix Ulaanbaatar 2015,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_mgl2015_m_0066_0016
45,1,ABE Hifumi,MARGVELASHVILI Vazha,100,0,02:29,3 Jul 2015,Grand Prix Ulaanbaatar 2015,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_mgl2015_m_0066_0012
46,0,ABE Hifumi,DAVAADORJ Tumurkhuleg,0,10,05:00,20 Feb 2015,Grand Prix Dusseldorf 2015,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_ger2015_m_0066_0049
47,1,ABE Hifumi,DEGEN Junior,100,0,03:04,20 Feb 2015,Grand Prix Dusseldorf 2015,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_ger2015_m_0066_0034
48,1,ABE Hifumi,TUTKHALIAN Vae,1,0,05:00,20 Feb 2015,Grand Prix Dusseldorf 2015,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_ger2015_m_0066_0004
49,1,ABE Hifumi,POLLACK Golan,1,0,05:00,5 Dec 2014,Grand Slam Tokyo 2014,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2014_m_0066_0067
0,1,MARGVELASHVILI Vazha,SHMAILOV Baruch,10,0,05:00,16 Nov 2018,Grand Prix The Hague 2018,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_ned2018_m_0066_0067
1,1,MARGVELASHVILI Vazha,VIERU Denis,100,0,00:49,16 Nov 2018,Grand Prix The Hague 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ned2018_m_0066_0063
2,1,MARGVELASHVILI Vazha,ZADRO Petar,100,0,02:47,16 Nov 2018,Grand Prix The Hague 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ned2018_m_0066_0057
3,1,MARGVELASHVILI Vazha,GARCIA TORNE David,100,0,00:23,16 Nov 2018,Grand Prix The Hague 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_ned2018_m_0066_0049
4,1,MARGVELASHVILI Vazha,LE GRANGE Daniel,100,0,00:37,16 Nov 2018,Grand Prix The Hague 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_ned2018_m_0066_0033
5,1,MARGVELASHVILI Vazha,SERIKZHANOV Yerlan,10,0,05:13,27 Oct 2018,Grand Slam Abu Dhabi 2018,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2018_m_0066_0035
6,1,MARGVELASHVILI Vazha,SHAMILOV Yakub,100,0,05:32,27 Oct 2018,Grand Slam Abu Dhabi 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2018_m_0066_0031
7,1,MARGVELASHVILI Vazha,SHERSHAN Dzmitry,10,0,05:00,27 Oct 2018,Grand Slam Abu Dhabi 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2018_m_0066_0025
8,1,MARGVELASHVILI Vazha,BURNS Nathon,100,0,02:06,27 Oct 2018,Grand Slam Abu Dhabi 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_uae2018_m_0066_0017
9,0,MARGVELASHVILI Vazha,SEIDL Sebastian,0,100,00:41,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0109
10,1,MARGVELASHVILI Vazha,DAGA Auguste,100,0,03:36,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0089
11,0,MARGVELASHVILI Vazha,ADAM Michel,0,10,05:00,26 Apr 2018,European Championships Tel Aviv 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_m_0066_0001
12,1,MARGVELASHVILI Vazha,CARGNIN Daniel,100,0,01:45,30 Mar 2018,Grand Prix Tbilisi 2018,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_geo2018_m_0066_0035
13,1,MARGVELASHVILI Vazha,GIUNASHVILI Lasha,110,0,00:28,30 Mar 2018,Grand Prix Tbilisi 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_geo2018_m_0066_0031
14,1,MARGVELASHVILI Vazha,MENAGED Yarin,10,0,00:00,30 Mar 2018,Grand Prix Tbilisi 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_geo2018_m_0066_0025
15,1,MARGVELASHVILI Vazha,GORJANACZ Zsolt,110,0,01:38,30 Mar 2018,Grand Prix Tbilisi 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_geo2018_m_0066_0017
16,0,MARGVELASHVILI Vazha,ZOURDANI Houd,0,100,01:51,10 Feb 2018,Grand Slam Paris 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_m_0066_0041
17,1,MARGVELASHVILI Vazha,PULIAEV Mikhail,10,0,00:00,16 Dec 2017,Masters St Petersburg 2017,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_m_0066_0017
18,0,MARGVELASHVILI Vazha,ZHUMAKANOV Yeldos,0,100,03:49,16 Dec 2017,Masters St Petersburg 2017,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_m_0066_0016
19,1,MARGVELASHVILI Vazha,VIERU Denis,0,0,00:28,16 Dec 2017,Masters St Petersburg 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_m_0066_0011
20,1,MARGVELASHVILI Vazha,ARDANOV Anzaur,10,0,00:00,16 Dec 2017,Masters St Petersburg 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_m_0066_0005
21,0,MARGVELASHVILI Vazha,ISODA Norihito,0,100,00:13,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0066
22,1,MARGVELASHVILI Vazha,ZANTARAIA Georgii,110,0,01:20,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0062
23,0,MARGVELASHVILI Vazha,MARUYAMA Joshiro,0,110,03:09,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0059
24,1,MARGVELASHVILI Vazha,POSTIGOS Juan,100,0,01:12,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0053
25,1,MARGVELASHVILI Vazha,ALBASHI Abdulaziz,120,0,02:59,2 Dec 2017,Grand Slam Tokyo 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_jpn2017_m_0066_0041
26,1,MARGVELASHVILI Vazha,ZHUMAKANOV Yeldos,100,0,01:39,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0034
27,1,MARGVELASHVILI Vazha,NOURIZADEH Ghassem,10,0,00:00,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0030
28,0,MARGVELASHVILI Vazha,SHIKHALIZADA Nijat,0,110,02:28,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0027
29,1,MARGVELASHVILI Vazha,KYRGYZBAYEV Gumar,110,0,00:53,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0021
30,1,MARGVELASHVILI Vazha,BUNCIC Strahinja,120,0,00:33,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0009
31,0,MARGVELASHVILI Vazha,OZDOEV Zelimkhan,0,10,00:00,3 Sep 2017,Team event Budapest 2017,-73 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen_teams2017_m_0073_0027
32,1,MARGVELASHVILI Vazha,KIM Limhwan,110,10,00:40,28 Aug 2017,World Championships Budapest 2017,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0129
33,0,MARGVELASHVILI Vazha,ABE Hifumi,0,110,00:46,28 Aug 2017,World Championships Budapest 2017,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0128
34,1,MARGVELASHVILI Vazha,AN Baul,100,0,03:40,28 Aug 2017,World Championships Budapest 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0123
35,1,MARGVELASHVILI Vazha,VARGAS Ryan,110,0,02:35,28 Aug 2017,World Championships Budapest 2017,-66 kg,Round 4,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0118
36,1,MARGVELASHVILI Vazha,MABULU Siyabulela,110,0,03:04,28 Aug 2017,World Championships Budapest 2017,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0107
37,1,MARGVELASHVILI Vazha,EIEALSALMAN Bilal,100,0,01:43,28 Aug 2017,World Championships Budapest 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0085
38,0,MARGVELASHVILI Vazha,POLIAK Matej,0,100,02:20,20 Apr 2017,European Championships Warsaw 2017,-66 kg,Round 2,False,
39,1,MARGVELASHVILI Vazha,URIARTE Gar,120,0,00:53,20 Apr 2017,European Championships Warsaw 2017,-66 kg,Round 1,False,
40,1,MARGVELASHVILI Vazha,ISODA Norihito,10,0,00:09,24 Feb 2017,Grand Prix Dusseldorf 2017,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_m_0066_0035
41,1,MARGVELASHVILI Vazha,FLICKER Tal,30,0,00:00,24 Feb 2017,Grand Prix Dusseldorf 2017,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_m_0066_0032
42,1,MARGVELASHVILI Vazha,KHAN-MAGOMEDOV Kamal,100,0,03:13,24 Feb 2017,Grand Prix Dusseldorf 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_m_0066_0028
43,1,MARGVELASHVILI Vazha,TEMELKOV Bozhidar,100,0,03:04,24 Feb 2017,Grand Prix Dusseldorf 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_m_0066_0023
44,1,MARGVELASHVILI Vazha,SCHEIBEL Manuel,100,0,02:10,24 Feb 2017,Grand Prix Dusseldorf 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_ger2017_m_0066_0013
45,1,MARGVELASHVILI Vazha,GANBOLD Kherlen,100,0,03:17,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0065
46,1,MARGVELASHVILI Vazha,OLEINIC Sergiu,20,0,00:00,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0061
47,0,MARGVELASHVILI Vazha,ABE Hifumi,0,110,00:48,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0057
48,1,MARGVELASHVILI Vazha,RYSMAMBETOV Bektur,10,0,00:00,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0050
49,1,MARGVELASHVILI Vazha,CARGNIN Daniel,100,0,00:49,11 Feb 2017,Grand Slam Paris 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2017_m_0066_0035
0,0,FLICKER Tal,ISAEV Isa,0,110,02:35,16 Nov 2018,Grand Prix The Hague 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_ned2018_m_0066_0041
1,0,FLICKER Tal,ZANTARAIA Georgii,0,10,00:00,20 Sep 2018,World Championships Baku 2018,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0130
2,0,FLICKER Tal,SERIKZHANOV Yerlan,0,100,01:35,20 Sep 2018,World Championships Baku 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0127
3,1,FLICKER Tal,CARGNIN Daniel,10,0,05:47,20 Sep 2018,World Championships Baku 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0121
4,1,FLICKER Tal,SOLIS Osniel,10,0,00:00,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 4,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0113
5,1,FLICKER Tal,GOMBOC Adrian,10,0,00:33,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0097
6,1,FLICKER Tal,NURILLAEV Sardor,10,0,02:45,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0065
7,1,FLICKER Tal,ZANTARAIA Georgii,10,0,00:00,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0067
8,1,FLICKER Tal,GOMBOC Adrian,100,0,00:52,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0064
9,1,FLICKER Tal,VIERU Denis,100,0,01:53,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0059
10,1,FLICKER Tal,SHERSHAN Dzmitry,10,0,00:00,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0053
11,1,FLICKER Tal,SEIDL Sebastian,100,0,00:08,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0041
12,1,FLICKER Tal,GUSIC Marko,100,0,00:00,26 Apr 2018,European Championships Tel Aviv 2018,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_m_0066_0034
13,1,FLICKER Tal,CRISOSTOMO Joao,100,10,02:58,26 Apr 2018,European Championships Tel Aviv 2018,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_m_0066_0030
14,0,FLICKER Tal,GOMBOC Adrian,0,10,05:00,26 Apr 2018,European Championships Tel Aviv 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_m_0066_0027
15,1,FLICKER Tal,BUNESCU Vadim,100,0,02:25,26 Apr 2018,European Championships Tel Aviv 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_m_0066_0021
16,1,FLICKER Tal,BURNS Nathon,10,0,05:00,26 Apr 2018,European Championships Tel Aviv 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/eju_sen2018_m_0066_0009
17,0,FLICKER Tal,BATTOGTOKH Erkhembayar,0,100,01:57,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0061
18,0,FLICKER Tal,TAGAWA Kenzo,0,10,00:00,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0057
19,1,FLICKER Tal,TE Artur,10,0,00:00,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0049
20,1,FLICKER Tal,OLEINIC Sergiu,10,0,02:42,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0033
21,0,FLICKER Tal,ISODA Norihito,0,100,00:11,10 Feb 2018,Grand Slam Paris 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_m_0066_0033
22,0,FLICKER Tal,GANBOLD Kherlen,0,100,01:13,16 Dec 2017,Masters St Petersburg 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/mas_rus2017_m_0066_0001
23,1,FLICKER Tal,SHIKHALIZADA Nijat,110,0,00:25,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0035
24,1,FLICKER Tal,ZHUMAKANOV Yeldos,0,0,01:18,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0031
25,1,FLICKER Tal,DAVAADORJ Tumurkhuleg,20,0,00:00,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0025
26,1,FLICKER Tal,SHERSHAN Dzmitry,100,0,00:28,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0017
27,1,FLICKER Tal,ZANTARAIA Georgii,10,0,00:29,28 Aug 2017,World Championships Budapest 2017,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0130
28,0,FLICKER Tal,PULIAEV Mikhail,0,10,01:32,28 Aug 2017,World Championships Budapest 2017,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0127
